customer_id;date;age;gender;region;traffic_source;campaign;time_on_site_s;pages_visited;converted;purchase_amount;num_items;delivery_time_days;satisfaction
3277;01.06.2025;26;Male;East;PaidAds;CAMP3;566,9;5;1;32,13;5;14;3
3667;01.06.2025;32;Female;North;Email;;497,5;4;1;17,33;5;1;4
2977;01.06.2025;49;Female;South;PaidAds;CAMP3;600,8;4;0;0;0;0;
4396;01.06.2025;36;Female;South;Organic;;598,2;3;0;0;0;0;
726;01.06.2025;33;Other;West;Organic;;556,3;1;0;0;0;0;
3905;01.06.2025;41;Male;North;PaidAds;CAMP5;527,8;7;0;0;0;0;
1859;01.06.2025;37;Male;West;PaidAds;CAMP2;520,4;5;0;0;0;0;
1642;01.06.2025;27;Male;South;Email;;391,6;8;0;0;0;0;
1874;01.06.2025;40;Female;East;Organic;;367,5;5;0;0;0;0;
2619;01.06.2025;33;Male;East;Email;;323,1;9;0;0;0;0;
4984;01.06.2025;56;Female;East;Organic;;204,7;8;0;0;0;0;
2782;01.06.2025;18;Male;South;PaidAds;CAMP4;202,9;12;0;0;0;0;
1762;01.06.2025;30;Female;West;Organic;;144,2;6;0;0;0;0;
3573;01.06.2025;26;Male;North;Organic;;131,9;7;0;0;0;0;
1780;01.06.2025;49;Male;East;Organic;;131,8;10;0;0;0;0;
2611;01.06.2025;38;Male;South;Organic;;110,8;1;0;0;0;0;
1980;01.06.2025;36;Male;North;Organic;;102,4;4;0;0;0;0;
2164;01.06.2025;44;Other;South;Organic;;64,5;6;0;0;0;0;
812;01.06.2025;23;Male;North;Organic;;40,9;4;0;0;0;0;
3094;01.06.2025;45;Female;South;Organic;;10;5;0;0;0;0;
2693;02.01.2025;29;Male;North;Email;;343;5;1;72;3;3;4
1744;02.01.2025;18;Female;East;Organic;;201,4;8;1;477;1;9;4
4771;02.01.2025;38;Female;North;PaidAds;CAMP1;382,8;7;1;286,88;3;13;5
408;02.01.2025;22;Male;East;Organic;;484,6;3;1;115,34;4;4;5
3108;02.01.2025;26;Male;East;Organic;;414;8;1;111,1;3;10;4
3913;02.01.2025;40;Male;South;Referral;;209,6;7;1;95,51;3;2;3
2296;02.01.2025;35;Male;West;PaidAds;CAMP7;924,6;4;1;62,75;2;10;4
3745;02.01.2025;31;Male;South;Organic;;1195;6;1;49,51;5;12;4
2819;02.01.2025;42;Male;West;PaidAds;CAMP5;333,5;8;1;37,33;2;11;4
2762;02.01.2025;24;Male;West;Organic;;896,6;11;1;20,77;3;12;3
3783;02.01.2025;66;Female;East;PaidAds;CAMP6;23,7;7;0;0;0;0;
206;02.01.2025;25;Female;East;Email;;454,4;4;0;0;0;0;
1284;02.01.2025;20;Male;South;Referral;;385,1;3;0;0;0;0;
2350;02.01.2025;47;Male;West;Email;;376,3;7;0;0;0;0;
3272;02.01.2025;32;Female;North;Email;;355,4;2;0;0;0;0;
1887;02.01.2025;36;Male;East;PaidAds;CAMP2;335,6;4;0;0;0;0;
3099;02.01.2025;41;Female;West;Referral;;318,6;11;0;0;0;0;
4901;02.01.2025;49;Male;West;PaidAds;CAMP4;304,8;9;0;0;0;0;
2529;02.01.2025;35;Male;West;PaidAds;CAMP2;270,6;2;0;0;0;0;
1484;02.01.2025;28;Female;South;PaidAds;CAMP7;221;5;0;0;0;0;
129;02.01.2025;28;Male;West;Email;;202,4;2;0;0;0;0;
946;02.01.2025;33;Male;East;Email;;172,5;5;0;0;0;0;
1169;02.01.2025;23;Female;West;PaidAds;CAMP2;153,7;3;0;0;0;0;
3711;02.01.2025;34;Male;East;PaidAds;CAMP2;134,5;6;0;0;0;0;
4504;02.01.2025;41;Male;South;PaidAds;CAMP5;117,4;9;0;0;0;0;
4757;02.01.2025;49;Female;North;PaidAds;CAMP1;85,2;7;0;0;0;0;
3314;02.01.2025;50;Male;East;PaidAds;CAMP5;80,3;4;0;0;0;0;
1516;02.01.2025;24;Male;South;Organic;;80;5;0;0;0;0;
4688;02.01.2025;43;Male;North;Organic;;40,7;11;0;0;0;0;
3606;02.02.2025;27;Male;South;PaidAds;CAMP6;468,2;5;1;222,98;5;8;4
1539;02.02.2025;35;Male;West;PaidAds;CAMP6;275,5;3;1;127,16;1;2;5
1017;02.02.2025;25;Female;North;Referral;;458,8;6;1;126,85;3;4;4
4884;02.02.2025;36;Male;North;PaidAds;CAMP3;431,5;8;1;113,31;5;15;5
4429;02.02.2025;46;Male;West;Email;;513,2;7;1;107,58;2;10;3
3041;02.02.2025;33;Female;East;Email;;501,6;6;1;92,68;5;15;3
4447;02.02.2025;44;Female;East;Organic;;544;4;1;87,42;2;9;4
1327;02.02.2025;18;Female;South;PaidAds;CAMP4;419,8;5;1;80,92;3;1;3
3465;02.02.2025;32;Female;South;Organic;;221,5;7;1;78,93;3;4;4
3932;02.02.2025;41;Female;South;PaidAds;CAMP7;198;6;1;66,52;4;8;4
2924;02.02.2025;43;Male;West;PaidAds;CAMP4;514,5;8;1;57,23;3;6;4
903;02.02.2025;31;Female;West;Organic;;986,2;6;1;49,71;2;9;4
722;02.02.2025;23;Male;East;Organic;;90,8;4;1;48,27;2;8;4
843;02.02.2025;39;Male;West;Organic;;160,7;3;1;42,55;2;14;3
868;02.02.2025;23;Male;North;PaidAds;CAMP7;825,8;8;1;34,94;5;10;4
886;02.02.2025;29;Female;South;Organic;;876,1;7;0;0;0;0;
1369;02.02.2025;24;Female;South;Email;;732,4;2;0;0;0;0;
3213;02.02.2025;32;Female;North;Organic;;667,1;4;0;0;0;0;
4845;02.02.2025;56;Male;South;Referral;;587,4;6;0;0;0;0;
2991;02.02.2025;37;Female;North;Organic;;461,5;7;0;0;0;0;
785;02.02.2025;26;Female;East;Organic;;298,5;6;0;0;0;0;
593;02.02.2025;29;Female;North;PaidAds;CAMP7;288,6;4;0;0;0;0;
3872;02.02.2025;46;Male;East;Organic;;232,3;4;0;0;0;0;
4530;02.02.2025;65;Female;East;PaidAds;CAMP3;154,3;3;0;0;0;0;
1372;02.02.2025;26;Female;South;Email;;128,5;3;0;0;0;0;
15;02.02.2025;25;Male;South;PaidAds;CAMP3;76,2;5;0;0;0;0;
4608;02.02.2025;47;Male;South;Referral;;67,1;8;0;0;0;0;
1537;02.02.2025;23;Male;South;Organic;;59,2;7;0;0;0;0;
754;02.03.2025;24;Female;North;Organic;;311,5;5;1;154,9;3;10;4
1838;02.03.2025;41;Male;East;Organic;;458,3;7;1;147,95;2;2;5
4419;02.03.2025;57;Male;West;Organic;;726;6;1;61,05;5;4;5
4864;02.03.2025;30;Female;North;Organic;;232,5;3;1;59,9;7;8;5
3255;02.03.2025;39;Other;East;Organic;;564,8;5;1;53,14;4;10;5
823;02.03.2025;20;Male;West;Referral;;110,6;10;1;50,98;2;7;4
703;02.03.2025;28;Male;East;Organic;;161,2;4;1;46,81;3;12;4
1163;02.03.2025;27;Female;West;PaidAds;CAMP6;689,4;7;1;45,96;1;4;4
1969;02.03.2025;39;Female;West;Email;;572;5;1;15,15;3;5;4
2151;02.03.2025;34;Male;South;Email;;668,4;8;0;0;0;0;
4449;02.03.2025;54;Male;North;Organic;;543,9;3;0;0;0;0;
282;02.03.2025;31;Female;West;Organic;;538,2;12;0;0;0;0;
4278;02.03.2025;37;Male;West;Organic;;494,5;4;0;0;0;0;
3989;02.03.2025;56;Other;South;Email;;446,1;6;0;0;0;0;
2685;02.03.2025;38;Male;East;PaidAds;CAMP3;384;6;0;0;0;0;
2963;02.03.2025;32;Male;East;Organic;;335,5;5;0;0;0;0;
820;02.03.2025;28;Female;West;Organic;;303,2;6;0;0;0;0;
4775;02.03.2025;56;Female;East;PaidAds;CAMP1;243,3;6;0;0;0;0;
1326;02.03.2025;22;Male;East;Organic;;240,3;7;0;0;0;0;
3511;02.03.2025;26;Female;East;Email;;232,9;7;0;0;0;0;
134;02.03.2025;26;Male;West;Organic;;208,8;6;0;0;0;0;
3016;02.03.2025;49;Other;East;Organic;;185,2;5;0;0;0;0;
3997;02.03.2025;65;Female;North;Organic;;145,6;5;0;0;0;0;
3279;02.03.2025;44;Male;North;PaidAds;CAMP4;133,1;8;0;0;0;0;
1942;02.03.2025;23;Female;West;Organic;;127,1;5;0;0;0;0;
1395;02.03.2025;22;Male;South;Organic;;98,2;4;0;0;0;0;
4920;02.03.2025;51;Female;South;PaidAds;CAMP2;88,1;6;0;0;0;0;
2300;02.03.2025;27;Male;East;Email;;70,6;8;0;0;0;0;
981;02.03.2025;28;Male;North;PaidAds;CAMP5;63,5;4;0;0;0;0;
2948;02.04.2025;34;Male;East;Organic;;390,6;2;1;283;4;2;4
4380;02.04.2025;37;Male;South;Organic;;548,3;7;1;308,13;4;5;3
2887;02.04.2025;34;Female;South;Organic;;806,4;6;1;177,55;2;1;4
2514;02.04.2025;27;Female;West;PaidAds;CAMP1;1154,3;10;1;148,98;7;10;4
693;02.04.2025;22;Male;South;Organic;;575,4;9;1;122,92;4;1;4
3658;02.04.2025;37;Female;South;PaidAds;CAMP1;553,2;3;1;112,6;5;3;4
4698;02.04.2025;44;Female;West;Organic;;774,7;7;1;110,75;6;6;5
3262;02.04.2025;28;Male;East;Email;;160,6;7;1;92,76;4;6;3
1878;02.04.2025;33;Male;South;Organic;;615,3;3;1;33,36;5;10;4
1168;02.04.2025;25;Female;West;Referral;;279,1;8;1;31,83;6;11;4
3196;02.04.2025;30;Male;North;Referral;;630,7;6;1;30,52;4;6;5
4254;02.04.2025;60;Female;East;Organic;;552,8;4;0;0;0;0;
130;02.04.2025;21;Female;North;PaidAds;CAMP2;450,7;3;0;0;0;0;
4630;02.04.2025;54;Male;West;PaidAds;CAMP4;439,9;7;0;0;0;0;
1704;02.04.2025;18;Male;West;Email;;391,1;5;0;0;0;0;
2311;02.04.2025;56;Male;East;PaidAds;CAMP4;376,9;6;0;0;0;0;
104;02.04.2025;23;Male;East;Email;;229,8;8;0;0;0;0;
2856;02.04.2025;48;Female;North;Email;;219,1;2;0;0;0;0;
2278;02.04.2025;46;Female;South;Organic;;207;5;0;0;0;0;
1422;02.04.2025;20;Male;West;PaidAds;CAMP1;184,2;5;0;0;0;0;
3354;02.04.2025;32;Male;South;Organic;;150;6;0;0;0;0;
4754;02.04.2025;59;Male;North;Organic;;108,2;10;0;0;0;0;
1873;02.04.2025;18;Female;East;Organic;;107,8;8;0;0;0;0;
3661;02.04.2025;39;Other;West;PaidAds;CAMP5;92,3;10;0;0;0;0;
1727;02.04.2025;18;Other;North;Organic;;84,1;5;0;0;0;0;
793;02.04.2025;26;Other;East;Referral;;42,1;9;0;0;0;0;
1440;02.05.2025;22;Female;West;Referral;;306,6;1;1;479;2;14;3
3127;02.05.2025;48;Female;North;Organic;;987,4;12;1;129,18;4;1;5
4431;02.05.2025;52;Male;South;Referral;;159;4;1;110,96;3;12;4
3539;02.05.2025;33;Male;East;Organic;;398,4;5;1;49,72;4;14;4
2697;02.05.2025;32;Female;South;Organic;;546,4;7;1;42,63;4;11;4
1935;02.05.2025;22;Male;North;Organic;;552;3;1;41,7;1;9;5
2752;02.05.2025;39;Female;South;Organic;;371,2;3;1;38,36;3;9;4
4126;02.05.2025;59;Male;North;PaidAds;CAMP7;587,1;6;1;36,53;2;10;4
4323;02.05.2025;28;Male;North;PaidAds;CAMP1;1076,4;7;1;36,02;2;5;5
1443;02.05.2025;29;Female;North;Referral;;637,3;7;1;25,13;3;14;5
4647;02.05.2025;43;Male;East;Organic;;148,3;7;1;15,84;2;6;3
3205;02.05.2025;40;Male;East;Organic;;356,3;6;1;15,83;2;6;4
3868;02.05.2025;31;Female;North;PaidAds;CAMP2;838;7;1;14,53;3;12;5
4069;02.05.2025;47;Male;South;Organic;;640,1;5;0;0;0;0;
4182;02.05.2025;50;Female;South;Organic;;580,4;3;0;0;0;0;
2405;02.05.2025;32;Other;North;Organic;;517,5;4;0;0;0;0;
3096;02.05.2025;28;Female;West;PaidAds;CAMP1;510,9;6;0;0;0;0;
3453;02.05.2025;35;Female;East;Organic;;422,9;3;0;0;0;0;
4753;02.05.2025;50;Female;North;Referral;;417,7;3;0;0;0;0;
4465;02.05.2025;71;Male;East;Organic;;397,5;3;0;0;0;0;
3070;02.05.2025;35;Female;East;PaidAds;CAMP6;349,3;8;0;0;0;0;
2375;02.05.2025;54;Female;West;Email;;334;7;0;0;0;0;
3001;02.05.2025;45;Female;South;Organic;;320,6;8;0;0;0;0;
3009;02.05.2025;24;Male;North;Organic;;315;3;0;0;0;0;
4023;02.05.2025;44;Female;West;Organic;;310,3;3;0;0;0;0;
4241;02.05.2025;50;Female;East;Organic;;297,5;5;0;0;0;0;
4025;02.05.2025;60;Male;South;PaidAds;CAMP6;290,8;5;0;0;0;0;
171;02.05.2025;33;Male;South;PaidAds;CAMP4;216,5;3;0;0;0;0;
2531;02.05.2025;36;Other;North;PaidAds;CAMP5;215,2;3;0;0;0;0;
1458;02.05.2025;27;Female;East;PaidAds;CAMP1;193;6;0;0;0;0;
4572;02.05.2025;55;Female;West;PaidAds;CAMP2;177,8;7;0;0;0;0;
4954;02.05.2025;70;Male;North;Organic;;137,8;2;0;0;0;0;
3685;02.05.2025;44;Male;West;Organic;;126,4;6;0;0;0;0;
419;02.05.2025;27;Male;East;Organic;;113,9;9;0;0;0;0;
3452;02.05.2025;32;Female;West;Organic;;113,8;1;0;0;0;0;
4072;02.05.2025;49;Female;West;Referral;;111,8;9;0;0;0;0;
3621;02.05.2025;43;Male;West;PaidAds;CAMP4;90,7;5;0;0;0;0;
3212;02.05.2025;40;Female;West;PaidAds;CAMP1;77,6;3;0;0;0;0;
3893;02.05.2025;52;Female;West;Organic;;68,5;14;0;0;0;0;
2169;02.05.2025;43;Female;West;Email;;42,7;2;0;0;0;0;
4201;02.06.2025;36;Male;North;Organic;;348,6;9;1;202;1;2;4
2918;02.06.2025;42;Male;West;PaidAds;CAMP6;1124,6;7;1;52,58;6;1;4
4950;02.06.2025;55;Female;North;Organic;;278,1;4;1;47,33;1;7;5
2055;02.06.2025;44;Female;West;Organic;;156,3;8;1;44,79;2;8;4
4607;02.06.2025;46;Male;North;PaidAds;CAMP7;576,5;9;1;30,14;4;1;4
772;02.06.2025;27;Female;South;Organic;;32,9;3;1;29,33;4;4;3
537;02.06.2025;18;Female;West;PaidAds;CAMP7;306,4;10;1;23,73;3;9;4
4089;02.06.2025;46;Female;North;Organic;;555,1;5;1;18,13;2;11;4
3509;02.06.2025;31;Male;West;Organic;;313,1;5;1;13;5;4;5
2509;02.06.2025;33;Male;West;Organic;;792,3;5;0;0;0;0;
2826;02.06.2025;37;Male;West;Organic;;631,9;4;0;0;0;0;
1854;02.06.2025;34;Female;West;Organic;;551,2;6;0;0;0;0;
1028;02.06.2025;32;Male;North;Email;;542,7;6;0;0;0;0;
3900;02.06.2025;46;Female;West;Referral;;539,6;8;0;0;0;0;
4070;02.06.2025;54;Female;North;Organic;;516;7;0;0;0;0;
2543;02.06.2025;41;Female;East;Email;;510,5;7;0;0;0;0;
4654;02.06.2025;48;Female;South;Referral;;362,8;6;0;0;0;0;
4943;02.06.2025;67;Male;South;PaidAds;CAMP3;352,7;3;0;0;0;0;
1008;02.06.2025;27;Male;South;Referral;;275,7;6;0;0;0;0;
3398;02.06.2025;45;Male;North;Organic;;270,8;3;0;0;0;0;
3618;02.06.2025;33;Female;North;Organic;;236,8;4;0;0;0;0;
377;02.06.2025;26;Female;East;Organic;;187,3;16;0;0;0;0;
2719;02.06.2025;42;Male;East;Organic;;179,5;6;0;0;0;0;
220;02.06.2025;27;Male;South;PaidAds;CAMP1;175,6;4;0;0;0;0;
2372;02.06.2025;40;Male;East;Referral;;118,4;1;0;0;0;0;
1244;02.06.2025;18;Female;East;Email;;109,2;8;0;0;0;0;
3704;02.06.2025;31;Female;South;Organic;;44,6;6;0;0;0;0;
2683;03.01.2025;30;Female;East;Referral;;441,1;6;1;95;3;6;4
1753;03.01.2025;49;Female;North;PaidAds;CAMP5;322,7;2;1;147;3;3;4
4136;03.01.2025;61;Male;East;Email;;224,6;5;1;100,55;3;13;4
2978;03.01.2025;35;Female;West;Email;;347,2;5;1;77,85;2;14;3
2361;03.01.2025;43;Female;East;PaidAds;CAMP7;854,9;5;1;60,53;2;7;4
3965;03.01.2025;51;Female;West;PaidAds;CAMP6;1168,3;10;1;58,1;1;8;4
2225;03.01.2025;44;Female;South;PaidAds;CAMP7;295,2;6;1;53,8;3;4;3
1800;03.01.2025;27;Male;West;Organic;;320,2;6;1;44,94;2;9;3
899;03.01.2025;21;Male;North;Organic;;223,6;5;1;33,4;2;4;4
333;03.01.2025;18;Female;West;Email;;458,7;5;1;32,93;3;5;4
